subject,session,total_volume_mm3_Association_ExtremeCapsuleR,total_volume_mm3_Association_UncinateFasciculusR,total_volume_mm3_Association_HippocampusAlveusL,total_volume_mm3_Association_SuperiorLongitudinalFasciculusR,total_volume_mm3_Association_FrontalAslantTractR,total_volume_mm3_Association_ArcuateFasciculusL,total_volume_mm3_Association_FrontalAslantTractL,total_volume_mm3_Association_ParietalAslantTractR,total_volume_mm3_Association_ArcuateFasciculusR,total_volume_mm3_Association_VerticalOccipitalFasciculusR,total_volume_mm3_Association_ExtremeCapsuleL,total_volume_mm3_Association_InferiorLongitudinalFasciculusR,total_volume_mm3_Association_CingulumL,total_volume_mm3_Association_HippocampusAlveusR,total_volume_mm3_Association_InferiorFrontoOccipitalFasciculusL,total_volume_mm3_Association_MiddleLongitudinalFasciculusR,total_volume_mm3_Association_InferiorLongitudinalFasciculusL,total_volume_mm3_Association_SuperiorLongitudinalFasciculusL,total_volume_mm3_Association_ParietalAslantTractL,total_volume_mm3_Association_VerticalOccipitalFasciculusL,total_volume_mm3_Association_UncinateFasciculusL,total_volume_mm3_Association_InferiorFrontoOccipitalFasciculusR,total_volume_mm3_Association_CingulumR,total_volume_mm3_Association_MiddleLongitudinalFasciculusL,total_volume_mm3_ProjectionBrainstem_CorticospinalTractL,total_volume_mm3_ProjectionBasalGanglia_AnsaLenticularisL,total_volume_mm3_ProjectionBrainstem_CorticopontineTractR,total_volume_mm3_ProjectionBrainstem_MedialLemniscusL,total_volume_mm3_ProjectionBasalGanglia_FornixL,total_volume_mm3_ProjectionBasalGanglia_AnsaLenticularisR,total_volume_mm3_ProjectionBrainstem_NonDecussatingDentatorubrothalamicTractR,total_volume_mm3_ProjectionBrainstem_MedialLemniscusR,total_volume_mm3_ProjectionBasalGanglia_FasciculusLenticularisL,total_volume_mm3_ProjectionBrainstem_CorticopontineTractL,total_volume_mm3_ProjectionBrainstem_CorticobulbarTractL,total_volume_mm3_ProjectionBasalGanglia_CorticostriatalTractR,total_volume_mm3_ProjectionBrainstem_ReticularTractL,total_volume_mm3_ProjectionBrainstem_CorticobulbarTractR,total_volume_mm3_ProjectionBasalGanglia_CorticostriatalTractL,total_volume_mm3_ProjectionBrainstem_NonDecussatingDentatorubrothalamicTractL,total_volume_mm3_ProjectionBrainstem_MedialForebrainBundleL,total_volume_mm3_ProjectionBasalGanglia_AnsaSubthalamicaR,total_volume_mm3_ProjectionBasalGanglia_FasciculusLenticularisR,total_volume_mm3_ProjectionBasalGanglia_OpticRadiationR,total_volume_mm3_ProjectionBrainstem_ReticularTractR,total_volume_mm3_ProjectionBasalGanglia_OpticRadiationL,total_volume_mm3_ProjectionBasalGanglia_AcousticRadiationR,total_volume_mm3_ProjectionBasalGanglia_FasciculusSubthalamicusL,total_volume_mm3_ProjectionBasalGanglia_ThalamicRadiationR,total_volume_mm3_ProjectionBasalGanglia_FasciculusSubthalamicusR,total_volume_mm3_ProjectionBasalGanglia_FornixR,total_volume_mm3_ProjectionBasalGanglia_AnsaSubthalamicaL,total_volume_mm3_ProjectionBrainstem_DentatorubrothalamicTract-lr,total_volume_mm3_ProjectionBasalGanglia_AcousticRadiationL,total_volume_mm3_ProjectionBrainstem_DentatorubrothalamicTract-rl,total_volume_mm3_ProjectionBasalGanglia_ThalamicRadiationL,total_volume_mm3_ProjectionBrainstem_MedialForebrainBundleR,total_volume_mm3_ProjectionBrainstem_CorticospinalTractR,total_volume_mm3_Commissure_CorpusCallosum,total_volume_mm3_Commissure_AnteriorCommissure,total_volume_mm3_Cerebellum_CerebellumR,total_volume_mm3_Cerebellum_SuperiorCerebellarPeduncle,total_volume_mm3_Cerebellum_InferiorCerebellarPeduncleL,total_volume_mm3_Cerebellum_InferiorCerebellarPeduncleR,total_volume_mm3_Cerebellum_MiddleCerebellarPeduncle,total_volume_mm3_Cerebellum_Vermis,total_volume_mm3_Cerebellum_CerebellumL,total_volume_mm3_CranialNerve_CNVIIL,total_volume_mm3_CranialNerve_CNIIIL,total_volume_mm3_CranialNerve_CNVIIIL,total_volume_mm3_CranialNerve_CNVL,total_volume_mm3_CranialNerve_CNIIR,total_volume_mm3_CranialNerve_CNIIL,total_volume_mm3_CranialNerve_CNVIIIR,total_volume_mm3_CranialNerve_CNVR,total_volume_mm3_CranialNerve_CNIIIR,total_volume_mm3_CranialNerve_CNVIIR,total_volume_all_bundles,mean_bundle_volume
sub-87601,ses-1,8205.32,14949.0,7669.81,31313.6,17726.1,22031.7,16278.0,13472.7,22787.7,6385.67,12558.2,32715.7,29288.8,7489.87,25580.8,10079.6,32902.4,31012.1,15283.1,7940.64,14355.8,23489.7,27883.1,12188.5,6230.3,3966.02,28621.9,6489.46,4753.33,4053.84,16417.4,7748.42,709.314,26678.8,,38947.8,9273.9,751.689,35803.5,18444.0,3634.39,2334.29,796.52,3742.48,14355.2,5988.95,2228.66,2700.92,30813.1,2022.31,5972.37,1226.41,,2275.95,1508.29,31948.0,4970.11,6093.35,116357.0,1086.39,32260.6,11425.2,10365.2,10556.2,30757.8,18736.3,31486.2,421.29,1133.67,4390.99,3012.9,3593.86,3211.87,5370.52,4076.56,1675.95,388.741,1065396.124,14205.281653333333
sub-93406,ses-1,6739.41,18270.8,10116.5,29284.6,16221.5,24898.5,18659.0,21343.9,15161.5,12638.7,10394.1,37004.7,31332.0,9603.69,24869.6,10876.2,38623.6,31817.2,22130.0,12678.0,16713.4,22958.4,32298.7,8034.6,4360.9,4795.7,24635.0,3920.57,6115.46,4814.74,11900.5,3146.78,1821.49,25257.1,2511.77,40542.7,7612.69,2203.48,45052.8,16171.8,5166.02,2555.99,1858.96,5030.3,5392.02,6496.83,3622.72,3701.33,31774.2,4373.18,7020.06,1316.07,,2893.14,921.802,34079.0,6549.03,6430.5,122989.0,2427.02,31348.6,11924.5,9337.77,11322.6,35457.7,19933.3,34980.6,1686.39,1827.02,3977.07,4234.39,4742.89,3776.25,5352.71,3569.29,2065.3,1007.78,1128673.412,14850.96594736842
sub-92089,ses-1,10833.2,18694.0,9882.5,39883.1,16959.7,27391.2,19549.4,18137.6,22572.2,9261.62,12024.0,41583.6,34967.7,8723.03,34235.0,10496.6,41107.1,34469.6,20462.0,8782.6,19608.4,29317.1,40573.4,8639.51,6085.98,5038.9,26739.6,6861.0,7084.55,5022.93,19685.8,8867.35,951.894,23243.4,,33771.3,7524.87,184.238,43566.0,13813.5,5697.85,2226.82,1101.13,6267.15,11675.1,6619.65,820.471,2729.79,32182.6,2014.94,6639.92,1722.62,365.404,4380.55,353.122,37105.4,7115.87,5508.7,127311.0,5323.24,30803.3,14453.4,12321.2,11618.0,39676.2,22775.4,36667.6,1741.66,1597.95,4618.22,2038.9,4236.85,4359.06,5540.64,4236.23,1704.81,1134.29,1213280.509,15964.21722368421
sub-20011,ses-1,8703.99,19278.6,11059.2,36544.7,19209.2,25313.0,19643.4,17959.5,21960.5,10990.4,5704.61,38620.5,37707.3,8801.64,35218.8,8650.56,38363.2,33001.2,19159.5,12273.9,16878.6,27617.2,35474.3,6339.61,7027.43,5347.8,28270.0,7850.36,6343.91,5761.72,11604.5,7238.08,1174.82,28270.6,106.858,40357.8,2990.79,327.329,42044.8,8925.69,4780.96,3129.58,1545.75,7993.45,5994.47,6639.31,4978.71,3758.45,33993.7,3560.08,7846.06,1936.34,2247.7,3919.96,938.383,32584.2,5838.49,4195.09,132505.0,7386.08,35702.8,10712.2,10812.3,13801.8,41351.5,16668.6,31216.6,1867.55,1201.23,5931.22,3616.58,5767.25,5435.62,6321.8,4653.23,2352.71,577.892,1191878.5420000001,15478.942103896106
sub-106331,ses-1,15822.9,19620.7,11151.3,33594.5,19700.5,29396.3,32573.2,26392.0,32727.3,10623.1,8199.18,48295.4,38785.7,9352.51,42090.9,16370.7,41185.7,40609.0,30111.8,11349.6,18678.0,41126.1,37456.7,6538.59,8595.29,5033.37,33417.6,10260.8,7484.34,4717.71,19324.7,13604.1,1250.97,39915.7,1160.08,49976.9,13641.6,1058.14,50780.2,22944.9,6189.77,2728.56,1247.29,13030.5,12929.2,11670.8,7013.92,3715.46,35069.6,4345.55,7742.89,2247.08,4192.02,5855.07,4943.71,41417.8,6321.19,7617.61,151682.0,1254.04,37954.8,15325.5,11651.8,12885.6,48412.1,18646.1,35569.5,2425.18,2250.15,4376.25,7159.47,3913.82,4519.96,5158.04,5486.59,2575.64,1014.53,1455457.1700000002,18902.041168831172
sub-105860,ses-1,12614.7,14259.4,8608.19,29291.9,26014.9,18721.0,24028.3,21433.0,20293.8,11953.9,11366.8,39692.7,34430.3,6731.42,25061.8,13204.3,40930.2,28693.8,24272.7,12379.5,15376.5,27569.3,35072.7,13040.3,7876.15,5236.64,28617.0,9027.02,5320.17,5205.94,17831.7,9002.46,1682.09,36040.5,212.487,47799.8,11808.4,2275.33,39283.1,17296.8,5683.73,2388.95,2050.56,10258.3,19428.5,10804.9,4527.33,3658.96,38815.8,4045.24,6702.56,1601.02,2536.34,5424.57,106.244,37828.9,7640.94,10620.1,140773.0,2296.83,35826.8,12799.6,8010.65,9960.49,33468.0,21398.0,29448.5,1627.43,1341.86,4315.46,2836.64,3942.68,3367.25,6248.11,3158.44,2412.9,1379.94,1258292.521,16341.46131168831
sub-85743,ses-1,8839.1,16453.6,9058.34,35056.7,15829.7,21755.4,17301.7,22925.9,27207.6,11654.9,13155.8,43534.1,35132.9,6822.93,33451.4,9956.19,43822.7,33714.2,23966.2,9326.1,17908.5,32667.8,35967.5,8016.79,10227.6,5539.41,29333.1,7900.1,6039.31,6513.41,19091.9,7764.38,1720.16,31078.4,1735.52,47304.2,12655.9,908.291,45004.3,18614.1,5759.88,2175.23,1607.17,7743.5,15916.3,11465.1,1734.29,4405.73,31231.3,3551.48,7426.0,1694.37,1308.09,2894.99,490.072,38452.2,6352.51,7913.61,149840.0,437.257,32126.7,13018.2,12822.9,12003.1,39993.1,17190.0,32643.8,1160.08,1122.62,5738.38,3969.7,4609.62,4212.9,5542.48,3563.77,2035.21,875.742,1279983.512,16623.162493506494
sub-105309,ses-1,3469.81,390.583,,6848.72,2621.7,3783.01,2546.78,4628.05,3072.47,1886.59,2435.01,6732.04,122.825,101.331,655.271,4187.72,3827.23,7831.94,2353.33,2403.69,154.76,1486.8,5715.66,5077.59,,,5209.01,,,,3068.17,,,467.349,37.4616,931.014,,1193.86,171.341,608.598,411.464,26.4074,,,189.15,,436.029,,85.9775,171.955,491.3,,248.107,9.21187,1894.58,,54.043,,5368.07,392.426,2357.63,685.978,49.7441,572.365,1710.34,1055.68,2495.8,774.412,,25.7933,54.043,138.178,,,10.4401,,451.996,104180.83387,1827.7339275438596
sub-83835,ses-1,9420.68,16085.8,10615.2,42926.7,18584.0,19079.6,21990.0,19447.5,13755.8,9233.37,11047.5,41696.0,30476.0,9246.27,29037.7,12910.8,41772.2,36483.3,21845.0,8313.41,15951.9,27668.2,32777.7,9549.64,7603.48,5178.92,37362.1,7262.64,6445.86,4935.11,15765.2,6795.91,1578.92,37711.0,4659.98,45580.4,10413.7,1949.85,43061.2,21674.3,4979.94,2509.31,1661.82,7333.88,6087.21,8680.04,2891.3,3630.09,36113.0,2907.88,7191.4,1787.1,152.303,5953.33,859.161,39849.3,7013.92,8244.63,134310.0,6113.0,34155.8,12277.6,11446.7,13771.8,42068.2,18717.3,33053.4,2083.73,1033.57,5623.54,4070.42,4368.89,3866.53,6028.87,3716.07,2487.82,291.095,1255222.7890000003,16301.594662337668
sub-87346,ses-1,11167.2,14006.3,10159.5,43753.9,15719.8,28049.5,17497.0,17210.9,20607.0,10352.3,12482.1,35540.6,31324.7,7752.1,27391.2,10684.5,38920.8,34133.7,18612.3,9683.52,15778.1,25526.7,32135.9,9410.85,1559.26,5095.4,22952.9,1861.41,3238.28,5252.61,15248.1,1721.39,1709.11,19198.2,,38287.0,6962.95,,41196.7,10653.8,5378.51,1882.29,1811.05,6985.06,8791.81,4817.81,4718.94,3265.3,27290.5,1884.14,7023.13,1170.52,,5638.9,346.367,29861.2,6317.5,4742.89,108785.0,7776.05,36709.9,11157.4,9469.81,9652.82,44106.5,18813.1,36889.9,1077.18,1612.08,3919.96,4698.06,5444.22,4371.96,4451.18,4419.24,1823.34,1150.87,1111092.067,15014.757662162163
sub-20941,ses-1,9964.18,15274.5,8748.21,34099.3,21147.4,28327.7,13908.7,21641.8,23338.6,13022.5,13028.0,37511.4,29880.9,7542.07,30058.3,11818.8,39005.5,30705.0,20278.4,11030.3,18421.3,30844.4,31036.7,10577.7,5502.56,3972.16,28729.4,7150.87,6455.07,4039.1,15862.8,5484.75,1441.35,28255.3,,45147.4,8810.85,1036.64,45385.7,9709.93,5529.58,2077.58,514.637,6128.97,3942.07,5988.33,2891.3,2861.82,37025.0,2683.11,6544.73,1136.75,425.589,2635.82,149.232,35434.4,6755.38,2754.35,130734.0,1390.38,37295.2,12741.3,11221.3,11824.4,38529.6,22321.0,36276.4,1476.36,1335.72,5146.98,4931.42,3652.2,3553.33,4488.03,4629.89,1961.52,744.934,1187928.152,15630.633578947369
sub-110354,ses-1,10239.9,9966.02,8034.6,34938.8,17963.2,18148.6,20610.0,18256.1,18223.5,11928.8,9868.99,29649.3,33576.7,6591.4,21222.9,11946.0,26516.7,36795.9,20313.4,9910.14,11279.6,19771.1,30633.2,9545.34,681.679,3570.52,12262.2,502.968,5042.58,3723.44,10424.8,1138.59,862.232,15242.6,420.676,34830.7,1703.58,325.486,35361.3,2256.3,3674.31,1628.05,1181.58,4617.61,6262.23,6187.92,2762.33,2119.96,29140.2,2056.09,5623.54,483.931,,3773.8,1230.71,27792.2,4928.35,1690.07,117231.0,3752.3,30570.5,11307.9,11473.1,10080.9,36496.2,23899.9,31297.0,1052.0,671.853,4208.6,2595.29,4013.92,3641.76,5766.02,4257.73,1942.48,581.576,984272.751,12950.957250000001
sub-109646,ses-1,12779.9,17713.2,11505.6,46142.9,28984.2,25672.3,27532.5,19831.9,27994.3,9986.9,17366.8,45367.3,40362.1,9682.91,39924.3,16987.3,52801.2,42707.5,27708.7,12845.7,17270.4,38575.0,35740.2,11239.7,8630.3,4733.68,31594.9,9240.12,7440.74,5927.53,21075.5,9433.57,2117.5,29628.5,627.636,48930.4,19707.9,1594.88,52650.2,20630.3,6871.44,2373.59,1920.98,11822.5,15492.5,7915.46,7817.81,6214.95,45767.1,4518.73,7537.16,3636.85,137.564,3978.3,3640.53,40884.8,9293.55,13531.0,163287.0,1679.02,34765.6,16126.3,10367.0,11990.8,31532.9,20275.3,36779.9,2696.01,2619.86,6829.68,4469.6,4205.53,2473.08,6599.39,5195.5,2120.57,2446.06,1470500.3800000001,19097.407532467532
sub-81760,ses-1,10631.1,15028.9,9989.97,42399.2,24257.9,26171.6,21222.3,21471.7,20289.5,11510.5,13056.9,36743.7,41468.8,7048.93,32447.9,9967.86,33225.4,41573.2,19438.9,14729.2,16079.6,37646.5,39799.0,10156.4,8234.8,5982.19,28507.1,7209.21,7402.05,5773.39,14432.6,8825.59,1243.6,31746.6,308.291,51544.7,9114.84,657.114,46782.8,20769.1,7020.68,3395.5,1664.28,5315.87,9896.62,7470.83,4141.04,3251.79,39310.8,3271.44,7866.94,2488.43,3185.47,6540.43,120.983,34784.7,7820.27,10015.8,157767.0,3711.77,38678.2,14619.2,10394.7,9562.54,35104.6,20352.1,34354.8,1670.42,1547.6,5838.49,4165.61,4843.6,4167.45,5923.24,3840.74,3149.23,1618.22,1323760.318,17191.69244155844
sub-110828,ses-1,8710.13,12862.8,7919.76,35933.7,10251.6,24408.4,15202.1,21023.3,21733.3,9818.02,6925.49,40255.3,31072.9,7197.54,22980.6,7689.46,33684.1,35910.3,18230.3,8891.92,15256.7,27329.2,35151.3,9900.31,4332.65,5234.19,21024.6,3644.83,5702.76,4135.52,11761.7,1949.23,1360.29,23090.5,1072.88,41185.1,4000.41,1239.3,36728.4,12019.7,5176.46,1132.45,1283.52,6079.84,5877.18,6405.94,4238.08,2647.49,30326.7,1380.55,5645.04,1838.69,,5638.9,1721.39,29877.2,5987.72,5111.36,126230.0,3087.21,32196.1,12355.0,12416.4,10563.6,37785.3,21541.7,34030.5,731.423,699.488,4487.41,3689.66,3580.35,4274.31,4328.97,3298.47,1416.17,784.238,1084685.3989999997,14272.176302631575
sub-92193,ses-1,13260.2,18423.8,11390.2,39711.8,16203.7,27460.0,17849.5,25196.9,18638.1,12169.5,11080.7,48893.6,40335.1,10538.4,36105.0,14008.8,46467.8,37729.4,29381.0,11630.3,18964.2,41568.3,38011.3,9849.34,9271.45,6217.4,33506.7,5540.02,8057.32,6023.34,17184.4,6256.71,2106.45,37641.6,655.885,70852.8,9649.13,929.171,63682.9,14894.4,5600.21,2630.91,1820.88,4463.46,9742.48,6845.65,4902.56,3241.35,43902.0,2554.76,9002.46,1979.94,1745.96,6184.24,2440.53,44735.9,7201.84,11362.5,185519.0,9157.22,41028.5,16612.7,10693.8,11295.0,40732.5,20409.8,43012.7,1150.26,1632.96,5796.11,3159.67,5864.89,5288.23,5229.27,3755.37,1813.51,80.4504,1469926.1864000002,19089.950472727276
sub-126554,ses-1,7507.06,18903.4,11667.1,39380.8,24523.2,25983.6,25196.3,26949.0,26247.7,12201.4,10956.0,44458.4,42181.2,9767.66,37277.4,15176.9,47621.1,45434.8,26968.7,14552.3,19886.6,40974.4,40031.1,6686.59,12779.9,6714.23,37822.1,10959.7,7436.44,6801.43,21119.8,13027.4,2708.29,31859.0,2210.85,51196.5,19962.1,4531.63,55257.1,21380.1,8074.52,3230.91,2377.89,9980.15,20597.8,9718.53,6896.01,5622.31,39281.9,3743.09,8294.99,3757.83,1798.77,7674.11,802.661,35875.3,9340.23,11345.3,168320.0,2552.3,40456.7,14506.2,13074.1,11308.5,44546.8,20330.6,36455.7,2348.41,1390.99,4925.9,3961.11,6729.58,6526.31,6182.4,4465.92,2220.68,861.617,1505875.3979999998,19556.82335064935
sub-90060,ses-1,10398.4,17142.7,9375.23,35910.3,17263.7,29040.7,25722.6,22795.7,19505.2,9696.42,8328.76,43631.7,36339.6,8836.03,31684.6,11175.8,40952.3,31356.0,20839.1,10610.2,15276.4,29596.5,26863.1,3782.4,5520.98,5186.9,27483.3,7060.6,6853.64,5226.82,17097.2,8185.06,1153.94,29840.3,1071.65,49830.7,16684.5,3563.15,45350.7,19288.4,4822.72,2081.27,982.6,6804.51,9697.03,8229.89,7020.06,3046.06,35625.4,2825.59,7586.29,2215.15,146.776,7023.13,527.533,43271.9,6766.43,9543.5,147134.0,6259.78,35349.0,13865.7,10587.5,10364.0,37818.4,20735.3,36017.2,1052.0,2448.52,4513.82,3634.39,2509.31,3216.17,4541.45,4421.09,2482.91,356.807,1271044.466,16507.070987012987
sub-95257,ses-1,10349.2,23538.2,11422.7,48378.9,21681.7,38031.5,23253.8,21596.9,27264.7,15079.8,12407.8,46308.7,46139.2,10081.5,37817.8,9515.25,55545.2,39528.8,23026.0,16617.6,20997.5,45245.7,35474.9,7129.99,8159.27,5238.49,37462.9,9821.09,8315.25,5785.67,17843.4,7090.69,1532.24,31677.2,,49935.1,8061.0,563.153,49236.2,23327.5,6846.88,2755.58,1273.08,10725.1,10481.9,9467.96,4436.44,3848.11,42681.1,4394.68,10378.1,2486.59,1451.18,4503.99,2622.31,42229.7,9218.02,9027.02,157145.0,4710.34,29623.5,15251.8,14915.3,12579.1,43498.5,13943.7,32728.0,1473.29,1770.52,6284.96,5073.29,3625.79,3464.28,6601.23,4765.61,2829.27,1459.16,1451052.8730000001,19092.800960526318
sub-20313,ses-1,9725.28,13451.2,7395.91,22726.9,20684.3,22379.9,15444.0,14199.2,25313.6,8776.46,10007.2,30016.0,26807.2,7462.23,25569.7,9963.56,31200.6,29683.1,18721.6,8926.31,12503.6,29748.2,24896.0,8566.43,1953.53,4252.82,17011.9,2284.55,5257.52,4411.87,13669.8,1745.34,787.922,24216.8,,39843.2,5492.73,1266.94,39911.4,10496.6,3739.41,1861.41,772.569,4354.15,5929.38,6923.03,1225.18,2242.78,29484.1,2275.33,6060.8,1267.55,2601.43,1503.38,,29005.7,5542.48,1293.96,118862.0,4179.73,36554.6,10469.6,7955.99,9876.36,34161.3,22031.1,38061.6,919.959,1368.27,2076.97,2342.89,4580.76,3362.33,3699.49,3861.62,1908.09,455.681,1019582.3809999998,13594.431746666663
sub-19981,ses-1,9001.84,15382.0,9265.92,34922.8,14966.8,23761.1,14350.3,20800.4,16634.2,9510.34,7241.15,40098.1,32801.0,7990.38,32791.8,11191.2,40735.5,40522.4,21022.1,10121.4,14727.9,27517.7,39207.0,7633.57,9566.23,4864.48,19912.4,7132.45,6062.03,5611.87,15553.3,6201.43,1314.23,27589.0,77.3798,43144.7,9289.87,286.182,41688.0,16668.0,5716.89,2672.06,1701.74,5414.13,13448.7,6759.06,4205.53,4055.07,32300.5,3540.43,6444.63,1769.91,1508.29,5310.34,2837.87,36460.6,5964.38,5474.31,152972.0,6173.8,32931.2,11162.3,8171.55,10841.8,38089.3,24869.6,34310.6,1091.91,1413.72,4827.64,4664.89,4180.96,3693.96,7561.72,3773.18,2141.45,125.282,1215739.7537999996,15788.827971428565
sub-132224,ses-1,8181.37,18923.6,9560.08,41236.0,23115.7,26490.3,12346.4,24415.2,9434.8,11631.5,10598.0,42589.6,36813.7,8493.35,31925.9,10050.8,37437.7,39251.2,27114.2,12340.2,15038.7,35956.4,40668.0,11074.5,8213.92,5049.95,35925.7,4503.38,5891.92,4771.75,20339.2,10280.5,1479.43,32709.5,218.014,50546.2,14356.4,4182.81,40931.4,20131.0,6128.97,2291.3,986.285,6540.43,14727.3,8772.16,2624.77,3559.47,38865.5,1578.92,7145.96,800.205,1106.04,6216.79,1121.39,41442.4,7064.28,8899.29,167720.0,12154.1,34337.0,14833.6,11287.0,12733.3,40448.7,20568.3,29368.1,1960.29,1827.64,5875.33,4734.29,5571.96,5201.02,7055.68,4259.57,2436.23,1679.02,1348140.864,17508.322909090908
sub-104785,ses-1,13538.4,15075.5,8352.1,35559.7,21421.9,32633.4,17786.3,22026.2,18721.6,14263.1,11894.4,34391.0,34098.1,7394.06,31952.9,13260.8,35116.9,36245.0,20638.3,13813.5,14121.2,28860.8,37331.4,11332.4,5657.93,4597.34,31249.8,3848.72,7262.64,5361.93,16960.9,7875.54,1614.53,27517.7,1501.54,42350.1,9881.27,2385.88,39863.5,19240.5,5890.07,2962.54,1744.73,6091.51,11909.7,7547.6,4604.1,2937.36,35799.2,2283.32,6783.62,1110.95,332.242,3068.78,1510.13,33265.3,7548.82,4519.96,148050.0,7052.61,27006.1,12778.7,8583.62,9420.06,36565.6,14572.6,26778.9,762.743,1230.09,5299.28,3590.79,5091.1,3768.27,5166.63,3661.41,2180.76,1020.06,1219488.035,15837.506948051947
sub-20327,ses-1,15090.3,24552.1,11654.9,42299.7,19809.2,26958.9,27475.3,27092.7,22337.0,15087.8,9668.78,48307.1,43997.8,10116.5,41144.5,16414.9,49751.5,37998.4,22782.2,15059.0,17801.6,44143.9,44743.3,11848.9,10457.9,5642.58,42770.7,9185.47,7709.11,5775.85,21956.8,11172.2,1653.22,39394.9,5762.33,54890.5,14448.5,2567.66,49141.7,20014.3,6635.01,3989.97,1571.55,7518.12,18740.0,9711.16,2587.31,3950.05,43224.0,3497.44,8854.45,2473.7,,4332.04,4243.6,42620.9,8393.25,11896.2,170947.0,1769.29,33299.7,14197.3,10333.9,9069.4,43588.8,14828.7,32951.5,2171.55,1745.96,5698.47,4199.39,4918.53,3625.18,4814.74,3935.93,2840.94,1391.61,1499246.6400000001,19726.929473684213
sub-88608,ses-1,8664.69,13796.9,9619.04,36983.2,14181.4,24906.5,19253.4,20027.2,21345.1,10351.1,11675.1,31634.2,28140.4,7445.65,23690.5,8744.53,39391.8,29111.4,20756.8,6265.3,11858.1,22897.7,26201.6,9463.67,2689.25,4823.95,21364.2,975.845,5522.83,3911.36,10543.3,4150.26,1704.2,20425.8,,40838.7,5613.1,,33922.4,8612.49,4738.59,1528.56,1039.1,6452.61,6623.95,4043.4,2674.51,2105.83,28873.7,1343.71,6309.52,1544.52,663.869,3566.84,972.16,24907.7,6116.69,4504.61,132129.0,3061.41,40436.4,13455.5,10760.1,12719.1,35763.6,21773.8,41541.9,1278.61,1126.92,3964.18,2621.7,4714.02,4887.21,3822.93,3124.05,2062.23,542.272,1069297.766,14257.303546666668
sub-86486,ses-1,12782.4,14066.5,8844.63,50538.2,20003.9,33039.3,18614.1,18268.4,24299.1,8410.44,9802.66,36390.0,37808.6,7511.98,27911.4,14113.2,38982.2,37182.8,20569.5,11731.6,12657.7,20868.6,32447.3,12108.7,7422.31,4987.31,29025.4,6592.63,5831.73,4755.17,18831.5,6891.71,1602.25,25229.5,1195.7,40477.0,12038.7,,39526.9,20233.0,6429.89,1863.87,802.661,7679.02,9974.0,7594.88,3940.23,2564.59,34462.2,1710.95,7053.23,1687.0,1287.82,4989.15,1013.31,34001.0,6676.15,6738.18,129484.0,1882.91,31387.9,14116.9,12772.0,13712.8,38431.9,14836.6,33333.5,2100.92,1557.42,5474.31,4729.38,4358.45,3451.38,5673.29,5571.34,2618.63,1634.8,1221190.581,16068.297118421053
sub-120562,ses-1,12302.2,18683.5,11092.9,42574.8,18635.6,26671.4,25387.9,21154.2,11840.9,10748.4,13628.0,47397.6,39014.1,9302.77,34582.6,11845.2,52604.1,44836.7,21670.6,8794.88,22454.3,41085.0,39904.6,15266.5,11977.3,6094.58,42698.3,8804.71,6474.11,7414.33,26764.2,8995.09,2223.13,37225.2,2619.24,60940.9,14037.7,5065.3,52974.4,23837.3,7790.18,3141.86,1886.59,7812.28,20627.8,11867.4,4750.87,3988.74,38600.2,3749.23,8645.04,2016.79,1946.78,4623.13,108.086,37949.2,7655.68,11043.2,186149.0,7382.4,42926.7,13628.7,11268.6,11266.1,46547.0,27288.0,39823.6,2360.08,1675.95,5374.82,4322.21,7094.37,5320.78,5582.4,5871.65,3102.56,2821.29,1527633.806,19839.40007792208
sub-98567,ses-1,10077.2,13267.6,8961.93,36226.6,18028.9,25456.7,15109.3,15877.0,17046.3,8524.06,9278.2,41057.9,30229.1,6205.12,25436.4,9712.39,36931.6,28850.4,19923.4,8573.19,13441.4,27813.7,28473.3,7901.33,1072.88,4353.53,26621.1,3987.51,5607.58,3031.94,15520.8,4024.36,623.337,19827.0,190.993,42276.4,6416.38,488.229,45861.6,10598.0,4930.2,1432.75,837.052,4442.58,8369.91,6578.51,658.342,2643.81,31933.9,1576.46,6130.81,1338.18,,504.811,1319.14,30094.6,6084.14,3601.23,130385.0,2803.48,34800.0,14311.6,7944.32,10709.1,33214.3,18757.2,33240.7,1072.26,1249.13,3114.23,1432.14,3998.57,3595.09,3552.1,1422.93,1776.05,245.65,1073004.9340000001,14118.485973684212
sub-20963,ses-1,9429.28,18077.4,10610.2,36907.7,26539.4,25623.1,30713.6,22924.7,25888.4,15973.4,6429.89,47605.1,34143.5,9348.83,38584.2,8126.72,36001.2,40857.1,24873.3,13653.2,22967.7,38392.0,34499.1,4838.69,5730.4,4793.86,38030.9,8955.17,6760.29,4583.83,20419.7,8678.2,1181.58,36925.5,1694.98,59286.4,11305.4,960.492,45571.1,15656.5,6968.48,3071.24,1852.2,9127.74,19813.5,10327.1,5435.62,4060.59,44283.3,3582.19,8168.48,2500.1,,5343.5,1640.33,44694.8,7336.34,7091.3,157448.0,7798.16,35841.6,14212.7,10111.0,10983.0,43714.6,17376.7,37241.8,1153.33,1957.83,5207.78,3848.11,7291.51,3790.99,6818.02,4075.33,2037.05,1542.68,1411289.0119999999,18569.592263157894
